goos: linux
goarch: amd64
pkg: github.com/giornetta/gopapageno/examples/json/opp
cpu: AMD EPYC 7551 32-Core Processor                
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=1/reduction=sweep-128         	       1	11210371519 ns/op	3795643896 B/op	     746 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=mixed-128        	       1	7868087839 ns/op	3961453760 B/op	    1526 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=mixed-128        	       1	8857304895 ns/op	3961453696 B/op	    1525 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=mixed-128        	       1	7372415725 ns/op	3961453648 B/op	    1525 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=mixed-128        	       1	8579878899 ns/op	3961453760 B/op	    1526 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=mixed-128        	       1	5763745501 ns/op	3961453632 B/op	    1525 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=mixed-128        	       1	8402432771 ns/op	3961453760 B/op	    1526 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=mixed-128        	       1	7625252422 ns/op	3961453632 B/op	    1525 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=mixed-128        	       1	8106066230 ns/op	3961453664 B/op	    1525 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=18/reduction=mixed-128        	       1	6966869947 ns/op	3961453648 B/op	    1525 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=sweep-128        	       1	7595689292 ns/op	3956093592 B/op	    1262 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=sweep-128        	       1	8065318777 ns/op	3956093592 B/op	    1262 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=sweep-128        	       1	7373912724 ns/op	3956093592 B/op	    1262 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=sweep-128        	       1	7634148139 ns/op	3956093608 B/op	    1262 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=sweep-128        	       1	7891740801 ns/op	3956093592 B/op	    1262 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=sweep-128        	       1	7700908079 ns/op	3956093608 B/op	    1262 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=sweep-128        	       1	8346985590 ns/op	3956093608 B/op	    1262 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=sweep-128        	       1	7547682635 ns/op	3956093592 B/op	    1262 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=sweep-128        	       1	7461950038 ns/op	3956093592 B/op	    1262 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=sweep-128        	       1	8013107652 ns/op	3956093592 B/op	    1262 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=parallel-128     	       1	6790269041 ns/op	3814567016 B/op	    2348 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=parallel-128     	       1	7376265530 ns/op	3814567000 B/op	    2348 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=parallel-128     	       1	8214800762 ns/op	3814567016 B/op	    2348 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=parallel-128     	       1	8043452440 ns/op	3814567496 B/op	    2353 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=parallel-128     	       1	6905145958 ns/op	3814566984 B/op	    2348 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=parallel-128     	       1	7526923457 ns/op	3814566984 B/op	    2348 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=parallel-128     	       1	6886105904 ns/op	3814567000 B/op	    2348 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=parallel-128     	       1	7639062841 ns/op	3814569208 B/op	    2371 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=parallel-128     	       1	6713661943 ns/op	3814567496 B/op	    2353 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=parallel-128     	       1	7423686119 ns/op	3814566984 B/op	    2348 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=mixed-128        	       1	7364980183 ns/op	3956103384 B/op	    1542 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=mixed-128        	       1	7753374380 ns/op	3956103368 B/op	    1542 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=mixed-128        	       1	8009698028 ns/op	3956103384 B/op	    1542 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=mixed-128        	       1	8107041799 ns/op	3956103368 B/op	    1542 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=mixed-128        	       1	8635347191 ns/op	3956104248 B/op	    1551 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=mixed-128        	       1	7301881598 ns/op	3956103384 B/op	    1542 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=mixed-128        	       1	7484066831 ns/op	3956103960 B/op	    1548 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=mixed-128        	       1	7924341862 ns/op	3956105176 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=mixed-128        	       1	6407498951 ns/op	3956103384 B/op	    1542 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=19/reduction=mixed-128        	       1	8515705155 ns/op	3956103576 B/op	    1544 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=sweep-128        	       1	7088383640 ns/op	3948811568 B/op	    1259 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=sweep-128        	       1	8041863584 ns/op	3948811568 B/op	    1259 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=sweep-128        	       1	6902112655 ns/op	3948811552 B/op	    1259 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=sweep-128        	       1	7243359239 ns/op	3948811552 B/op	    1259 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=sweep-128        	       1	6052929310 ns/op	3948811552 B/op	    1259 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=sweep-128        	       1	8049029286 ns/op	3948811568 B/op	    1259 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=sweep-128        	       1	6910508322 ns/op	3948811648 B/op	    1260 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=sweep-128        	       1	6923474867 ns/op	3948811552 B/op	    1259 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=sweep-128        	       1	7926500236 ns/op	3948811744 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=sweep-128        	       1	7584074969 ns/op	3948811552 B/op	    1259 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=parallel-128     	       1	6082596222 ns/op	3816728432 B/op	    2515 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=parallel-128     	       1	7181190863 ns/op	3816729184 B/op	    2523 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=parallel-128     	       1	7917562870 ns/op	3816729792 B/op	    2529 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=parallel-128     	       1	6910548587 ns/op	3816728432 B/op	    2515 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=parallel-128     	       1	7466805017 ns/op	3816728688 B/op	    2518 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=parallel-128     	       1	7466232497 ns/op	3816729664 B/op	    2528 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=parallel-128     	       1	8029690339 ns/op	3816728624 B/op	    2517 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=parallel-128     	       1	7022556552 ns/op	3816731424 B/op	    2546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=parallel-128     	       1	7499204254 ns/op	3816728896 B/op	    2520 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=parallel-128     	       1	7512137347 ns/op	3816728928 B/op	    2520 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=mixed-128        	       1	7135146867 ns/op	3948823168 B/op	    1568 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=mixed-128        	       1	7536388216 ns/op	3948821888 B/op	    1555 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=mixed-128        	       1	6845351479 ns/op	3948821904 B/op	    1555 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=mixed-128        	       1	7314791826 ns/op	3948821904 B/op	    1555 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=mixed-128        	       1	7782535555 ns/op	3948821904 B/op	    1555 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=mixed-128        	       1	7605691677 ns/op	3948821904 B/op	    1555 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=mixed-128        	       1	7053300791 ns/op	3948821936 B/op	    1555 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=mixed-128        	       1	8081803415 ns/op	3948821872 B/op	    1555 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=mixed-128        	       1	7758634074 ns/op	3948821936 B/op	    1555 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=20/reduction=mixed-128        	       1	6045790595 ns/op	3948821920 B/op	    1555 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=sweep-128        	       1	7361648737 ns/op	3940396584 B/op	    1254 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=sweep-128        	       1	5746390453 ns/op	3940396584 B/op	    1254 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=sweep-128        	       1	6265685423 ns/op	3940396584 B/op	    1254 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=sweep-128        	       1	7198518214 ns/op	3940396584 B/op	    1254 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=sweep-128        	       1	7707459331 ns/op	3940396584 B/op	    1254 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=sweep-128        	       1	6959345938 ns/op	3940396584 B/op	    1254 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=sweep-128        	       1	6806777177 ns/op	3940396584 B/op	    1254 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=sweep-128        	       1	7407456048 ns/op	3940396584 B/op	    1254 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=sweep-128        	       1	6727188797 ns/op	3940396584 B/op	    1254 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=sweep-128        	       1	7270499014 ns/op	3940399720 B/op	    1261 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=parallel-128     	       1	7063332883 ns/op	3820902872 B/op	    2694 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=parallel-128     	       1	7524031198 ns/op	3820904008 B/op	    2706 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=parallel-128     	       1	7052926230 ns/op	3820903624 B/op	    2702 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=parallel-128     	       1	6695318987 ns/op	3820902872 B/op	    2694 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=parallel-128     	       1	6538106073 ns/op	3820903064 B/op	    2696 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=parallel-128     	       1	7565410498 ns/op	3820902872 B/op	    2694 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=parallel-128     	       1	7122548857 ns/op	3820902856 B/op	    2694 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=parallel-128     	       1	6922027025 ns/op	3820903560 B/op	    2701 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=parallel-128     	       1	7495416392 ns/op	3820904648 B/op	    2698 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=parallel-128     	       1	7115289551 ns/op	3820903448 B/op	    2700 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=mixed-128        	       1	5749282535 ns/op	3940407496 B/op	    1566 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=mixed-128        	       1	7016598865 ns/op	3940407512 B/op	    1566 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=mixed-128        	       1	7750946265 ns/op	3940407496 B/op	    1566 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=mixed-128        	       1	7117679037 ns/op	3940407496 B/op	    1566 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=mixed-128        	       1	7643475656 ns/op	3940407496 B/op	    1566 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=mixed-128        	       1	7076446417 ns/op	3940407512 B/op	    1566 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=mixed-128        	       1	7613373527 ns/op	3940407480 B/op	    1566 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=mixed-128        	       1	7102203108 ns/op	3940407512 B/op	    1566 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=mixed-128        	       1	6827726148 ns/op	3940407480 B/op	    1566 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=21/reduction=mixed-128        	       1	7021464607 ns/op	3940407496 B/op	    1566 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=sweep-128        	       1	6660268416 ns/op	3930018032 B/op	    1245 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=sweep-128        	       1	7036856963 ns/op	3930018032 B/op	    1245 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=sweep-128        	       1	6853410098 ns/op	3930018032 B/op	    1245 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=sweep-128        	       1	6880126020 ns/op	3930018048 B/op	    1245 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=sweep-128        	       1	6441300508 ns/op	3930018032 B/op	    1245 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=sweep-128        	       1	6787860966 ns/op	3930018032 B/op	    1245 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=sweep-128        	       1	6070808946 ns/op	3930018032 B/op	    1245 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=sweep-128        	       1	6939816074 ns/op	3930018032 B/op	    1245 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=sweep-128        	       1	6419320212 ns/op	3930019376 B/op	    1248 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=sweep-128        	       1	6423496161 ns/op	3930018032 B/op	    1245 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=parallel-128     	       1	7289463051 ns/op	3837794832 B/op	    2905 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=parallel-128     	       1	6562215698 ns/op	3837798048 B/op	    2938 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=parallel-128     	       1	6427242031 ns/op	3837796272 B/op	    2920 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=parallel-128     	       1	5992354244 ns/op	3837794832 B/op	    2905 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=parallel-128     	       1	6634365398 ns/op	3837797456 B/op	    2914 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=parallel-128     	       1	6767537872 ns/op	3837795600 B/op	    2913 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=parallel-128     	       1	6306143322 ns/op	3837794816 B/op	    2905 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=parallel-128     	       1	6725689532 ns/op	3837796224 B/op	    2912 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=parallel-128     	       1	7068164192 ns/op	3837796080 B/op	    2918 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=parallel-128     	       1	6965372753 ns/op	3837794832 B/op	    2905 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=mixed-128        	       1	6576533906 ns/op	3930029488 B/op	    1573 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=mixed-128        	       1	6557814829 ns/op	3930030864 B/op	    1576 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=mixed-128        	       1	6303420595 ns/op	3930029520 B/op	    1573 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=mixed-128        	       1	7077536711 ns/op	3930029488 B/op	    1573 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=mixed-128        	       1	6285626080 ns/op	3930035216 B/op	    1592 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=mixed-128        	       1	6641365566 ns/op	3930029504 B/op	    1573 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=mixed-128        	       1	6248589210 ns/op	3930029696 B/op	    1575 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=mixed-128        	       1	6590542337 ns/op	3930029472 B/op	    1573 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=mixed-128        	       1	6731847114 ns/op	3930029520 B/op	    1573 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=22/reduction=mixed-128        	       1	6480110657 ns/op	3930029504 B/op	    1573 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=sweep-128        	       1	6690104718 ns/op	3918508216 B/op	    1234 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=sweep-128        	       1	6509291838 ns/op	3918509112 B/op	    1236 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=sweep-128        	       1	6314001084 ns/op	3918508216 B/op	    1234 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=sweep-128        	       1	6347097228 ns/op	3918508216 B/op	    1234 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=sweep-128        	       1	7151765966 ns/op	3918508216 B/op	    1234 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=sweep-128        	       1	6766760046 ns/op	3918508216 B/op	    1234 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=sweep-128        	       1	6529968792 ns/op	3918508216 B/op	    1234 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=sweep-128        	       1	7002794143 ns/op	3918508232 B/op	    1234 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=sweep-128        	       1	6840591427 ns/op	3918508232 B/op	    1234 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=sweep-128        	       1	6980608636 ns/op	3918508216 B/op	    1234 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=parallel-128     	       1	6772274906 ns/op	3840995416 B/op	    3164 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=parallel-128     	       1	7118540344 ns/op	3840979784 B/op	    3122 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=parallel-128     	       1	6997811384 ns/op	3840981704 B/op	    3120 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=parallel-128     	       1	7386067032 ns/op	3840973368 B/op	    3103 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=parallel-128     	       1	5839768431 ns/op	3840973112 B/op	    3100 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=parallel-128     	       1	6805088705 ns/op	3840974728 B/op	    3117 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=parallel-128     	       1	7085553977 ns/op	3840972904 B/op	    3098 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=parallel-128     	       1	5960703117 ns/op	3840973400 B/op	    3103 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=parallel-128     	       1	6155298218 ns/op	3840975016 B/op	    3120 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=parallel-128     	       1	6635017102 ns/op	3840972904 B/op	    3098 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=mixed-128        	       1	6806573342 ns/op	3918520248 B/op	    1578 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=mixed-128        	       1	6176319913 ns/op	3918520312 B/op	    1579 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=mixed-128        	       1	6848892655 ns/op	3918520264 B/op	    1578 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=mixed-128        	       1	6133573954 ns/op	3918520920 B/op	    1585 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=mixed-128        	       1	5883516586 ns/op	3918520264 B/op	    1578 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=mixed-128        	       1	6553163390 ns/op	3918520232 B/op	    1578 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=mixed-128        	       1	6568011840 ns/op	3918520344 B/op	    1579 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=mixed-128        	       1	6274394601 ns/op	3918520264 B/op	    1578 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=mixed-128        	       1	7132228879 ns/op	3918520344 B/op	    1579 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=23/reduction=mixed-128        	       1	7287026626 ns/op	3918520280 B/op	    1578 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=sweep-128        	       1	6454903257 ns/op	3930986768 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=sweep-128        	       1	5235416681 ns/op	3930986752 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=sweep-128        	       1	6029605054 ns/op	3930986752 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=sweep-128        	       1	6386289131 ns/op	3930986752 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=sweep-128        	       1	6248183545 ns/op	3930986848 B/op	    1270 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=sweep-128        	       1	6454911707 ns/op	3930986752 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=sweep-128        	       1	5534108711 ns/op	3930986752 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=sweep-128        	       1	6230493663 ns/op	3930986752 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=sweep-128        	       1	6428150693 ns/op	3930986752 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=sweep-128        	       1	6853332821 ns/op	3930986752 B/op	    1269 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=parallel-128     	       1	5797658214 ns/op	3870237552 B/op	    3364 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=parallel-128     	       1	6263004868 ns/op	3870237952 B/op	    3368 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=parallel-128     	       1	5846961739 ns/op	3870236704 B/op	    3355 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=parallel-128     	       1	6628567046 ns/op	3870236128 B/op	    3349 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=parallel-128     	       1	6188976568 ns/op	3870236784 B/op	    3356 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=parallel-128     	       1	6915168238 ns/op	3870236112 B/op	    3349 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=parallel-128     	       1	6449607335 ns/op	3870237648 B/op	    3365 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=24/reduction=parallel-128     	       1	6381740379 ns/op	3870236320 B/op	    3351 allocs/op
